ABCA9	9.4911e-48	8.8630e-01	1.0700e+00	4872	17	66970629	67057205
ABCB1	1.2564e-05	3.2826e-01	4.7300e-01	3840	7	87133175	87342611
ABCB10	2.9084e-08	6.1710e-01	9.3700e-01	2214	1	229652329	229694442
ABCB11	1.5612e-12	4.7291e-01	6.3800e-01	3963	2	169779448	169887832
ABCB4	2.2138e-07	3.6143e-01	5.0800e-01	3858	7	87031013	87109751
ABCB5	1.5072e-37	9.0921e-01	1.1270e+00	3771	7	20654830	20816658
ABCB6	8.5999e-19	7.3714e-01	9.7700e-01	2526	2	220074490	220083712
ABCB7	9.9994e-01	0.0000e+00	1.0900e-01	2259	X	74273115	74376567
ABCB8	1.9164e-15	7.8352e-01	1.0810e+00	2154	7	150725510	150744869
ABCB9	2.5164e-04	3.9431e-01	6.5300e-01	2298	12	123405498	123466196
ABCC1	1.1727e-03	2.7593e-01	3.9700e-01	4593	16	16043434	16236931
ABCC10	1.2887e-26	7.4317e-01	9.4100e-01	4476	6	43395104	43418168
ABCC11	3.9884e-46	1.0116e+00	1.2360e+00	4146	16	48200821	48281479
ABCC12	4.5659e-49	1.0474e+00	1.2740e+00	4077	16	48116884	48189929
ABCC2	5.2025e-47	9.5304e-01	1.1580e+00	4635	10	101542489	101611949
ABCC3	1.2092e-26	7.1149e-01	8.9600e-01	4581	17	48712138	48769613
ABCC4	1.0674e-07	3.5485e-01	4.9200e-01	3975	13	95672083	95953687
ABCC5	4.1518e-03	2.6636e-01	3.8700e-01	4311	3	183637722	183735803
ABCC6	5.6167e-35	8.2767e-01	1.0260e+00	4509	16	16242785	16317379
ABCC8	7.9571e-24	6.0559e-01	7.6500e-01	4743	11	17414432	17498449
ABCC9	9.3524e-09	3.5546e-01	4.8200e-01	4647	12	21950335	22094336
ABCD1	9.9896e-01	0.0000e+00	1.5000e-01	2235	X	152990323	153010216
ABCD2	4.7079e-06	4.5919e-01	7.1800e-01	2220	12	39943835	40013553
ABCD3	7.8364e-03	2.7812e-01	4.3500e-01	1977	1	94883933	94984222
ABCD4	1.3364e-12	6.4270e-01	8.9800e-01	1818	14	74752126	74769759
ABCE1	9.7380e-01	1.5926e-01	3.1400e-01	1797	4	146019084	146050331
ABCF1	1.2823e-09	4.3829e-01	6.1200e-01	2535	6	30539153	30564956
ABCF2	1.1301e-02	2.8873e-01	4.7800e-01	1902	7	150904923	150924316
ABCF3	1.5114e-05	3.7717e-01	5.7300e-01	2127	3	183903811	183911800
ABCG1	1.1182e-01	2.5572e-01	4.6100e-01	2034	21	43619799	43717354
ABCG2	2.0957e-32	1.2054e+00	1.5490e+00	1965	4	89011416	89152474
ABCG4	3.8043e-07	5.3193e-01	8.1900e-01	1938	11	119019722	119033360
ABCG5	3.0810e-21	1.0262e+00	1.3850e+00	1953	2	44039611	44066004
ABCG8	2.3838e-20	1.0067e+00	1.3650e+00	2019	2	44066103	44105605
ABHD1	3.3799e-25	1.5346e+00	1.9130e+00	1215	2	27346682	27353680
ABHD10	1.2865e-05	6.2574e-01	1.0610e+00	918	3	111697857	111712210
ABHD11	2.9581e-03	4.7695e-01	9.4100e-01	945	7	73150424	73153197
ABHD12	1.9476e-05	4.7104e-01	7.6300e-01	1212	20	25275379	25371619
ABHD12B	3.7965e-15	1.1021e+00	1.5820e+00	1086	14	51338878	51371688
ABHD13	8.9460e-01	8.5594e-02	4.0600e-01	1011	13	108870727	108886603
ABHD14A	6.4241e-06	8.0160e-01	1.3950e+00	813	3	52005442	52015212
ABHD14A-ACY1	1.7689e-10	7.1467e-01	1.0490e+00	1527	3	52009066	52023199
ABHD14B	1.4378e-04	9.1187e-01	1.6950e+00	630	3	52002526	52017425
ABHD15	3.5459e-08	9.2294e-01	1.4890e+00	1404	17	27887565	27894155
ABHD16A	4.7336e-01	2.1978e-01	3.8400e-01	1674	6	31654726	31671221
ABHD16B	7.4371e-05	6.5970e-01	1.1900e+00	1407	20	62492566	62494341
ABHD17A	1.8945e-02	3.8191e-01	8.0300e-01	1083	19	1876809	1885546
ABHD17B	2.5442e-01	2.5160e-01	6.5000e-01	879	9	74477368	74525847
ABHD17C	9.5762e-01	0.0000e+00	3.0200e-01	987	15	80972025	81047962
ABHD2	6.8151e-01	1.8848e-01	4.3100e-01	1275	15	89630690	89745591
ABHD3	1.6717e-09	7.7747e-01	1.1810e+00	1227	18	19230858	19284766
ABHD4	2.2197e-08	6.9662e-01	1.0730e+00	1026	14	23067146	23081265
ABHD5	6.4201e-07	6.1754e-01	9.8200e-01	1047	3	43731605	43775863
ABHD6	2.2313e-05	5.7994e-01	9.8400e-01	1011	3	58223233	58281420
ABHD8	9.7027e-01	6.5445e-02	3.1000e-01	1317	19	17402940	17421045
ABI1	6.3911e-01	1.9900e-01	4.1800e-01	1524	10	27035522	27150016
ABI2	4.3122e-01	2.1875e-01	4.6000e-01	1425	2	204192942	204312446
ABI3	5.0089e-05	5.9607e-01	1.0400e+00	1098	17	47287589	47300587
ABI3BP	1.0074e-08	3.9968e-01	5.5800e-01	3225	3	100468000	100712359
ABL1	9.9998e-01	6.8016e-02	1.7600e-01	3447	9	133589333	133763062
ABL2	3.6365e-07	3.9926e-01	5.8000e-01	3546	1	179068462	179198819
ABLIM1	9.3010e-01	1.8690e-01	3.2600e-01	2334	10	116190872	116444762
ABLIM2	4.5858e-03	2.9222e-01	4.6500e-01	1935	4	7967039	8160559
ABLIM3	1.0625e-07	4.1006e-01	5.9000e-01	2049	5	148521046	148640105
ABR	6.2738e-01	2.1260e-01	3.6100e-01	2577	17	906758	1132315
ABRA	6.1508e-06	6.9079e-01	1.1720e+00	1143	8	107771711	107782473
ABRACL	2.4171e-01	3.0283e-01	1.3710e+00	243	6	139349819	139364439
ABT1	2.0296e-02	4.4362e-01	1.0150e+00	816	6	26597180	26600278
ABTB1	2.1295e-05	4.6669e-01	7.5600e-01	1434	3	127391778	127399768
ABTB2	4.6627e-03	2.9193e-01	4.6400e-01	3075	11	34172535	34379555
AC002310.13	1.8963e-01	3.7997e-01	1.5790e+00	280	16	30545548	30569600
AC002365.1	2.3223e-05	9.9775e-01	1.7440e+00	642	X	9935392	9936134
AC002472.13	6.2030e-16	1.2308e+00	1.7410e+00	1173	22	21400249	21418457
AC002553.1	1.4242e-01	5.1717e-01	1.7590e+00	81	17	15943505	15943994
AC003002.4	8.0575e-03	8.9089e-01	1.8130e+00	306	19	57874934	57909952
AC003002.6	3.5010e-01	2.2119e-01	1.0430e+00	538	19	57901252	57931362
AC003006.7	7.1661e-03	9.4558e-01	1.8380e+00	445	19	58193413	58264943
AC003043.1	3.1763e-01	0.0000e+00	1.8600e+00	57	17	42335297	42355825
AC003101.1	3.0547e-04	1.0799e+00	1.8470e+00	432	17	29898161	29902678
AC004076.7	3.8582e-01	0.0000e+00	1.7400e+00	215	19	57905551	57949825
AC004076.9	1.4714e-03	6.9959e-01	1.4510e+00	396	19	57949338	57988904
AC004381.6	2.7972e-11	6.0418e-01	8.5600e-01	2322	16	20817751	20860987
AC004466.1	1.4520e-03	3.4686e+00	1.9620e+00	420	12	48178706	48179787
AC005003.1	4.5208e-01	0.0000e+00	1.5480e+00	393	22	31742875	31744670
AC005008.2	3.0161e-06	1.1025e+00	1.8040e+00	357	7	80804824	80828431
AC005082.1	1.0283e-01	8.1119e-01	1.8690e+00	258	7	23210760	23234503
AC005358.1	9.9303e-01	1.0700e-01	2.7700e-01	2052	17	12626199	12661542
AC005481.5	4.2807e-01	0.0000e+00	1.6260e+00	348	7	157406715	157411457
AC005493.1	1.2042e-03	4.8133e+00	1.9660e+00	84	7	34685709	34699772
AC005544.1	1.3987e-02	1.8983e+00	1.9380e+00	648	17	65027509	65028198
AC005549.3	3.0741e-01	0.0000e+00	1.8720e+00	69	17	32581900	32582306
AC005609.1	1.1550e-02	7.5066e-01	1.7110e+00	576	5	140240341	140243224
AC005841.1	2.9965e-10	1.5912e+00	1.9420e+00	936	12	2958397	2966213
AC006435.1	6.1673e-08	1.6504e+00	1.9470e+00	471	17	2310279	2318731
AC006486.1	1.1351e-01	6.9621e-01	1.8440e+00	453	19	42746927	42749125
AC006486.9	9.3701e-01	0.0000e+00	3.4100e-01	501	19	42738735	42759284
AC006538.4	1.3057e-01	5.7535e-01	1.7960e+00	317	19	2717767	2740046
AC006547.14	4.7950e-07	7.1646e-01	1.1610e+00	1096	22	20135950	20138399
AC006946.15	1.1381e-01	3.8475e-01	1.2010e+00	318	22	17602476	17612994
AC007040.11	4.1170e-03	5.3900e-01	1.1330e+00	591	2	71166448	71222466
AC007204.1	1.4865e-01	4.9198e-01	1.7370e+00	237	19	20047769	20048639
AC007401.2	2.7199e-03	1.7537e+00	1.9400e+00	225	2	36758948	36779411
AC007557.1	4.8399e-01	0.0000e+00	1.4340e+00	291	2	217735495	217736362
AC007952.5	5.1031e-01	0.0000e+00	1.3360e+00	501	17	18996287	19000150
AC007956.1	7.4157e-03	9.2907e-01	1.8310e+00	408	14	75158879	75179800
AC008060.7	4.5284e-03	1.2242e+00	1.9030e+00	318	7	155174771	155189051
AC008271.1	1.0066e-01	4.0946e-01	1.2720e+00	361	2	15830906	15884463
AC008372.1	5.5720e-02	9.5976e+00	1.9450e+00	33	14	78227711	78228033
AC008394.1	8.3114e-02	1.2244e+00	1.9080e+00	462	5	86512423	86534822
AC008686.1	4.1904e-02	6.7971e-01	1.7440e+00	384	19	13890884	13900972
AC009041.2	3.1271e-01	0.0000e+00	1.8660e+00	39	16	1031252	1031663
AC009065.1	6.7438e-06	1.2856e+00	1.8950e+00	534	16	2303738	2312343
AC009365.3	1.5063e-01	4.8462e-01	1.7300e+00	450	7	132333553	132413528
AC009403.2	2.3373e-02	1.0639e+00	1.8880e+00	216	7	155403925	155437899
AC009802.1	3.3190e-01	0.0000e+00	1.8400e+00	93	18	61602042	61609601
AC009892.10	1.0406e-02	3.2664e+00	1.9520e+00	198	19	55147173	55150343
AC010336.1	3.5917e-06	1.0704e+00	1.7800e+00	729	19	7963689	7968427
AC010441.1	1.4806e-05	1.6582e+00	1.9440e+00	405	5	150157867	150176297
AC010646.3	7.5765e-02	1.5518e+00	1.9190e+00	139	19	17346749	17366257
AC011239.1	2.2220e-02	1.1145e+00	1.8950e+00	331	2	23729913	23747214
AC011294.3	4.2268e-03	1.2781e+00	1.9100e+00	315	7	46713383	46799449
AC011308.1	3.5252e-01	0.0000e+00	1.8070e+00	42	2	157352597	157352655
AC011366.3	4.1766e-01	0.0000e+00	1.6570e+00	108	5	109218883	109220452
AC011475.1	7.0058e-02	1.9907e+00	1.9280e+00	81	19	10751715	10752093
AC011500.1	1.5552e-03	1.0136e+00	1.8390e+00	468	19	39930212	39932082
AC011530.4	7.6414e-02	3.6352e-01	9.3900e-01	397	19	46282695	46289231
AC011897.1	4.7933e-03	6.8413e-01	1.5200e+00	447	2	14775215	14790933
AC011997.1	1.3749e-04	1.4041e+00	1.9210e+00	258	2	198557830	198639547
AC012123.1	1.8166e-02	6.1694e-01	1.5280e+00	564	18	30349758	30354376
AC012313.1	2.8998e-02	8.8696e-01	1.8500e+00	951	19	58907457	58908407
AC012360.1	2.9230e-01	0.0000e+00	1.8880e+00	30	2	105867759	105869601
AC013468.1	3.3869e-01	0.0000e+00	1.8300e+00	48	2	190642909	190643157
AC015987.2	1.1503e-01	6.8286e-01	1.8400e+00	252	7	135611542	135613214
AC015989.1	3.3245e-01	0.0000e+00	1.8400e+00	81	18	60491423	60492724
AC016251.1	6.3556e-02	5.2554e-01	1.5440e+00	378	15	96831280	96831660
AC016757.3	2.4322e-03	1.9287e+00	1.9450e+00	498	2	239133193	239140318
AC016885.1	8.0463e-02	1.3231e+00	1.9120e+00	468	8	94241867	94242388
AC017028.1	7.7214e-03	9.1017e-01	1.8230e+00	264	2	240083493	240084053
AC017104.2	6.0024e-03	1.0393e+00	1.8680e+00	344	2	232316906	232317864
AC018470.1	8.3655e-03	4.5549e-01	9.5800e-01	1548	2	175200601	175202151
AC018755.1	2.1815e-02	5.7260e-01	1.4430e+00	786	19	52095036	52097630
AC018816.3	5.7938e-05	1.1282e+00	1.8510e+00	258	3	4855978	4928977
AC018867.1	7.2047e-02	1.8092e+00	1.9250e+00	57	2	187361840	187365393
AC018867.2	3.7315e-01	0.0000e+00	1.7680e+00	135	2	187367219	187367356
AC019171.1	5.5050e-02	5.7198e-01	1.6220e+00	717	2	39186764	39187483
AC019206.1	2.8267e-01	0.0000e+00	1.8970e+00	192	2	70129482	70129841
AC021218.2	5.9572e-02	5.4572e-01	1.5800e+00	894	7	155755326	155759037
AC022400.2	2.9318e-01	0.0000e+00	1.8870e+00	441	10	75531935	75532378
AC022431.2	2.2173e-02	5.6887e-01	1.4350e+00	381	5	55807394	55902059
AC022532.1	6.4374e-02	5.2168e-01	1.5370e+00	471	10	72194585	72196314
AC023469.1	2.8236e-04	1.1062e+00	1.8570e+00	273	2	151857734	151905288
AC023590.1	3.7657e-01	0.0000e+00	1.7600e+00	108	8	119294378	119412844
AC024580.1	1.3133e-01	3.5850e-01	1.1240e+00	717	19	56662314	56663250
AC024592.12	2.3907e-02	5.5211e-01	1.4000e+00	506	19	5866182	5903798
AC025287.1	3.9239e-04	1.0026e+00	1.8080e+00	456	16	75728367	75734089
AC026202.1	9.6777e-04	1.2294e+00	1.8990e+00	753	3	5229227	5229982
AC026369.1	2.8615e-01	0.0000e+00	1.8940e+00	129	12	147052	147377
AC026407.1	1.5094e-01	4.8346e-01	1.7290e+00	192	5	157160003	157161727
AC027763.2	1.7573e-01	4.1029e-01	1.6350e+00	320	17	6779954	6915668
AC037459.4	1.2737e-02	4.1496e-01	8.7200e-01	974	8	22446787	22459597
AC040160.1	7.7571e-03	5.8765e-01	1.3340e+00	540	16	67244251	67260930
AC040977.1	4.7001e-02	6.3080e-01	1.6970e+00	522	17	6915928	6917755
AC062017.1	3.0253e-03	1.6124e+00	1.9340e+00	334	2	240323130	240324058
AC064874.1	3.5541e-02	7.6135e-01	1.7990e+00	207	2	236682499	236692031
AC068533.7	4.0488e-10	8.5510e-01	1.2990e+00	878	7	65552756	65617228
AC068987.1	1.2376e-01	6.1701e-01	1.8160e+00	375	12	52203789	52206636
AC069368.3	3.6709e-02	3.3602e-01	7.0700e-01	681	15	65134082	65223118
AC073063.1	7.6715e-02	1.4986e+00	1.9180e+00	51	7	99040552	99040747
AC073343.1	3.8385e-09	9.9212e-01	1.5660e+00	1170	7	6713376	6715991
AC073569.1	3.0784e-01	0.0000e+00	1.8720e+00	30	12	80198742	80202321
AC073610.5	6.9816e-01	0.0000e+00	7.6000e-01	186	12	49315767	49333446
AC074091.13	2.1409e-01	3.3822e-01	1.4790e+00	582	2	27928653	27938599
AC074212.3	4.4198e-03	3.5803e-01	6.4600e-01	1914	19	46236509	46267792
AC079354.1	3.2090e-07	4.9798e-01	7.5600e-01	2007	2	202937978	203062585
AC079612.1	2.0651e-04	8.4147e-01	1.6070e+00	588	2	240499995	240507788
AC087645.1	2.0918e-01	2.8810e-01	9.0700e-01	1008	17	76210462	76220740
AC090427.1	2.9639e-01	0.0000e+00	1.8840e+00	285	19	14834747	14835121
AC090616.2	3.1750e-01	0.0000e+00	1.8600e+00	426	17	30468245	30470154
AC091801.1	1.7221e-01	4.1896e-01	1.6490e+00	288	7	3179868	3214287
AC092675.3	1.0944e-02	7.6942e-01	1.7290e+00	228	2	98947852	98972468
AC092687.4	6.4624e-02	5.2052e-01	1.5350e+00	279	2	10987703	10995081
AC092964.1	3.8696e-01	0.0000e+00	1.7370e+00	198	3	172034218	172039513
AC093157.1	4.0694e-01	0.0000e+00	1.6870e+00	369	1	101455761	101457653
AC093802.1	4.1827e-02	6.8054e-01	1.7450e+00	174	2	240684554	240724577
AC096582.1	4.1594e-01	0.0000e+00	1.6620e+00	495	7	45902684	45906045
AC096644.1	1.1357e-01	6.9567e-01	1.8440e+00	153	1	220603286	220608023
AC099552.4	2.1980e-01	3.3006e-01	1.4560e+00	210	7	154988273	154990165
AC103809.2	3.7079e-02	7.3887e-01	1.7860e+00	402	17	72346906	72348271
AC104057.1	3.0714e-01	0.0000e+00	1.8720e+00	903	7	65112081	65113280
AC104534.3	5.1076e-01	2.0137e-01	5.2000e-01	963	19	39308111	39330818
AC104667.3	6.7205e-03	9.7786e-01	1.8500e+00	262	2	238499663	238504624
AC104794.4	2.2483e-02	5.6573e-01	1.4290e+00	312	2	10223908	10226228
AC104809.3	1.3883e-13	6.0994e-01	8.3600e-01	3060	2	241858202	241932728
AC106873.4	1.2431e-01	6.1335e-01	1.8150e+00	156	7	116605900	116607526
AC106876.2	1.0298e-02	7.9143e-01	1.7490e+00	258	2	233877324	233880595
AC108868.1	3.0351e-01	0.0000e+00	1.8760e+00	45	2	107099728	107103848
AC109829.1	3.5252e-04	6.0244e-01	1.1310e+00	784	2	27760253	27790011
AC110615.1	1.4254e-01	5.1664e-01	1.7580e+00	279	4	76871883	76878526
AC110619.2	1.3399e-02	7.0247e-01	1.6570e+00	468	2	241388732	241396131
AC110781.3	1.0378e-01	7.9907e-01	1.8670e+00	660	7	1878222	1889567
AC111200.1	3.6087e-01	0.0000e+00	1.7920e+00	48	2	87089023	87092827
AC112205.1	3.3575e-01	0.0000e+00	1.8350e+00	99	5	162866447	162873821
AC112715.2	4.2143e-01	0.0000e+00	1.6460e+00	180	2	238165734	238166319
AC112721.1	2.9560e-01	0.0000e+00	1.8850e+00	318	2	238330063	238333919
AC114494.1	8.5067e-02	1.1618e+00	1.9040e+00	420	1	31902192	31902614
AC114783.1	8.9231e-07	1.0513e+00	1.7400e+00	498	2	127656472	127659673
AC117834.1	5.0258e-01	0.0000e+00	1.3650e+00	213	8	93895865	93898013
AC120194.1	3.1775e-01	0.0000e+00	1.8600e+00	144	8	71485681	71486671
AC121757.1	1.0845e-01	7.4546e-01	1.8560e+00	75	12	52709128	52709790
AC131097.4	8.0869e-03	8.8927e-01	1.8130e+00	297	2	242836136	242844702
AC132216.1	4.5338e-02	6.4553e-01	1.7130e+00	366	11	33902189	33903338
AC135048.1	1.4211e-01	5.1852e-01	1.7600e+00	723	16	30996808	30997533
AC136604.1	3.6879e-01	0.0000e+00	1.7770e+00	774	5	179078298	179079445
AC137932.1	7.9566e-02	1.3607e+00	1.9130e+00	396	16	89334512	89339452
AC138647.1	2.0424e-02	1.2089e+00	1.9050e+00	564	8	142524738	142528837
AC140481.2	1.0469e-01	7.8798e-01	1.8650e+00	480	2	131328402	131341734
AC174470.1	1.5353e-01	3.3260e-01	1.0450e+00	525	17	79780293	79784533
AC187652.1	9.6431e-02	9.0577e-01	1.8830e+00	498	7	302918	304070
ACAA1	3.5904e-09	7.3608e-01	1.1180e+00	1272	3	38144620	38178733
ACAA2	3.7065e-10	8.6011e-01	1.3060e+00	1191	18	47309869	47340330
ACACA	1.0000e+00	1.4874e-01	2.1600e-01	7149	17	35441923	35766909
ACACB	7.6499e-47	7.2040e-01	8.5700e-01	7374	12	109554400	109706031
ACAD10	1.0177e-30	8.5923e-01	1.0850e+00	3270	12	112123857	112194903
ACAD11	5.1833e-15	6.5081e-01	8.8300e-01	2340	3	132276982	132379567
ACAD8	5.6389e-14	8.8967e-01	1.2700e+00	1245	11	134123389	134135749
ACAD9	4.5256e-08	5.4276e-01	8.1400e-01	1863	3	128598439	128634910
ACADL	1.7430e-12	8.0692e-01	1.1620e+00	1290	2	211052663	211090215
ACADM	2.0548e-12	8.0057e-01	1.1530e+00	1275	1	76190036	76253260
ACADS	2.8026e-06	5.8611e-01	9.5000e-01	1236	12	121163538	121177811
ACADSB	2.6565e-11	7.9863e-01	1.1720e+00	1296	10	124768495	124817827
ACADVL	4.2385e-15	7.6119e-01	1.0500e+00	2034	17	7120444	7128592
ACAN	1.0000e+00	9.7582e-02	1.8300e-01	7590	15	89346674	89418585
ACAP1	6.7617e-02	2.5559e-01	4.2300e-01	2220	17	7239848	7254797
ACAP2	9.2325e-01	1.9122e-01	3.2400e-01	2334	3	194995465	195163807
ACAP3	4.4135e-06	3.9045e-01	5.8600e-01	2502	1	1227756	1244989
ACAT1	9.8525e-08	6.7207e-01	1.0510e+00	1281	11	107992243	108018503
ACAT2	5.5303e-07	7.0570e-01	1.1430e+00	1191	6	160181360	160200144
ACBD3	1.0653e-02	3.0907e-01	5.3900e-01	1584	1	226332380	226374431
ACBD4	1.0857e-06	5.8267e-01	9.2600e-01	1023	17	43209967	43221548
ACBD5	6.1480e-03	3.1204e-01	5.2900e-01	1575	10	27484146	27531059
ACBD6	2.2569e-06	6.8236e-01	1.1290e+00	846	1	180244515	180472089
ACBD7	1.1605e-01	3.8103e-01	1.1900e+00	264	10	15119522	15130775
ACCS	8.9836e-07	5.3638e-01	8.3900e-01	1503	11	44087475	44105772
ACCSL	8.5206e-18	9.5422e-01	1.3160e+00	1704	11	44069531	44081527
ACD	1.1148e-12	8.2430e-01	1.1870e+00	1632	16	67691415	67694713
ACE	1.0344e-37	8.7460e-01	1.0810e+00	3918	17	61554422	61599205
ACE2	9.9769e-01	9.6752e-02	2.5000e-01	2415	X	15579156	15620271
ACER1	2.1705e-03	5.0778e-01	1.0020e+00	792	19	6306153	6333640
ACER2	4.0225e-02	3.3043e-01	6.9500e-01	825	9	19408925	19452018
ACER3	8.7464e-01	1.5020e-01	3.8800e-01	801	11	76571911	76737841
ACHE	9.9827e-01	4.3553e-02	2.0700e-01	1851	7	100487615	100494594
ACIN1	1.0000e+00	1.1113e-01	2.0100e-01	4023	14	23527773	23564823
ACKR2	1.3880e-03	7.1028e-01	1.4700e+00	1152	3	42846244	42929466
ACKR3	3.9134e-01	2.1676e-01	6.8200e-01	1086	2	237476430	237491001
ACKR4	2.9962e-09	1.1871e+00	1.8030e+00	1050	3	132316081	132337811
ACLY	8.3556e-02	2.4475e-01	3.7700e-01	3303	17	40023161	40086795
ACMSD	1.3920e-08	7.2451e-01	1.1160e+00	1008	2	135596117	135659604
ACN9	2.6353e-03	8.3608e-01	1.7220e+00	375	7	96745902	96811075
ACO1	3.8322e-18	7.0276e-01	9.3200e-01	2667	9	32384618	32454767
ACO2	2.0791e-01	2.3899e-01	4.1700e-01	2340	22	41865129	41924993
ACOT1	6.4141e-05	8.2586e-01	1.5280e+00	1263	14	74003818	74010498
ACOT11	1.0844e-16	7.9355e-01	1.0820e+00	1821	1	55007930	55104865
ACOT12	2.7282e-14	7.7806e-01	1.0870e+00	1665	5	80625824	80689998
ACOT13	3.1271e-06	1.5452e+00	1.9360e+00	420	6	24667263	24705293
ACOT2	9.3287e-06	7.6154e-01	1.3270e+00	1449	14	74034324	74042357
ACOT4	1.0412e-08	1.0403e+00	1.6550e+00	1263	14	74058410	74063200
ACOT6	3.5327e-03	7.5642e-01	1.6310e+00	621	14	74077649	74086592
ACOT7	7.5926e-01	1.6806e-01	4.3400e-01	1140	1	6324329	6454451
ACOT8	5.9662e-06	6.0467e-01	1.0010e+00	957	20	44470360	44486045
ACOT9	6.8017e-09	7.6653e-01	1.1800e+00	1344	X	23720370	23784592
ACOX1	6.2095e-02	2.6490e-01	4.6200e-01	1980	17	73937588	73975515
ACOX2	2.1841e-10	6.0407e-01	8.7000e-01	2043	3	58490863	58523046
ACOX3	7.6016e-16	7.7503e-01	1.0630e+00	2100	4	8368009	8442450
ACOXL	5.2479e-15	7.9037e-01	1.0970e+00	1740	2	111490150	111875799
ACP1	1.7531e-08	1.1680e+00	1.8020e+00	474	2	264140	278283
ACP2	6.2383e-05	4.5495e-01	7.5300e-01	1269	11	47260853	47270457
ACP5	7.8651e-02	3.1653e-01	7.2400e-01	975	19	11685475	11689823
ACP6	2.3344e-13	9.5451e-01	1.3870e+00	1284	1	147101453	147142618
ACPL2	3.0898e-03	4.1180e-01	7.7300e-01	1440	3	140947568	141013748
ACPP	2.5463e-16	9.9756e-01	1.4030e+00	1254	3	132036211	132087142
ACPT	8.6210e-15	1.0521e+00	1.5130e+00	1278	19	51293672	51298481
ACR	1.2215e-02	4.1873e-01	8.8000e-01	1263	22	51176624	51183762
ACRBP	2.6954e-10	6.4265e-01	9.3400e-01	1629	12	6747241	6756626
ACRC	9.8788e-01	5.6414e-02	2.6800e-01	2073	X	70798261	70833433
ACRV1	1.2111e-06	8.4413e-01	1.4270e+00	795	11	125541417	125551018
